SetID,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,Duration,FPD,FPDEF
1361,TX,"$3,000.00 ","$3,000.00 ",R,12,12,Monthly,$644.24 ,2/25/2018,3/28/2018,31,FALSE,0
572,CA,"$2,500.00 ","$1,250.00 ",R,24,6,BiWeekly,$235.30 ,3/25/2018,4/6/2018,12,FALSE,0
664,CA,"$2,820.00 ","$1,410.00 ",O,87,30,BiWeekly,$300.00 ,3/22/2018,3/30/2018,8,FALSE,0
525,CA,"$4,400.00 ","$2,200.00 ",R,245,9,BiWeekly,$176.47 ,3/26/2018,4/13/2018,18,FALSE,0
168,CA,"$3,000.00 ","$1,500.00 ",R,96,30,BiMonthly,$235.30 ,4/5/2018,4/20/2018,15,FALSE,0
1910,CA,"$4,012.00 ","$1,003.00 ",R,62,30,Weekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
1508,CA,"$2,663.00 ","$2,663.00 ",O,243,36,Monthly,$300.00 ,2/19/2018,3/1/2018,10,FALSE,0
200,CA,"$3,680.00 ","$1,840.00 ",R,16,12,BiWeekly,$300.00 ,4/5/2018,4/13/2018,8,FALSE,0
1132,TX,"$1,500.00 ","$1,500.00 ",O,108,6,Monthly,$643.97 ,3/5/2018,4/3/2018,29,FALSE,0
460,TX,"$6,500.00 ","$6,500.00 ",R,60,30,Monthly,$644.24 ,4/4/2018,4/28/2018,24,FALSE,0
188,CA,"$2,000.00 ","$2,000.00 ",R,108,12,Monthly,$235.30 ,4/5/2018,5/6/2018,31,TRUE,1
281,CA,"$4,000.00 ","$2,000.00 ",R,12,6,BiWeekly,$117.65 ,4/4/2018,4/13/2018,9,FALSE,0
1399,CA,"$2,498.00 ","$1,249.00 ",R,38,30,BiWeekly,$300.00 ,2/23/2018,3/16/2018,21,FALSE,0
101,CA,"$2,000.00 ","$1,000.00 ",R,12,12,BiWeekly,$235.30 ,4/7/2018,4/20/2018,13,TRUE,1
1525,CA,"$2,272.00 ","$1,136.00 ",R,50,3,BiWeekly,$300.00 ,2/19/2018,3/2/2018,11,FALSE,0
1218,CA,"$13,000.00 ","$6,500.00 ",R,24,18,BiWeekly,$117.65 ,3/1/2018,3/9/2018,8,FALSE,0
871,CA,"$2,500.00 ","$2,500.00 ",R,36,36,Monthly,$117.65 ,3/15/2018,4/6/2018,22,FALSE,0
1261,TX,"$7,000.00 ","$3,500.00 ",R,14,14,BiWeekly,$641.23 ,2/28/2018,3/9/2018,9,TRUE,1
1363,TX,"$5,000.00 ","$2,500.00 ",R,60,6,BiWeekly,$641.64 ,2/25/2018,3/9/2018,12,TRUE,1
739,CA,"$2,100.00 ","$2,100.00 ",O,27,36,Monthly,$300.00 ,3/19/2018,3/30/2018,11,FALSE,0
1683,TX,"$3,000.00 ","$3,000.00 ",R,36,30,Monthly,$642.05 ,2/13/2018,2/28/2018,15,FALSE,0
1207,CA,"$5,200.00 ","$5,200.00 ",R,119,6,Monthly,$235.30 ,3/1/2018,3/30/2018,29,FALSE,0
1624,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiMonthly,$641.23 ,2/14/2018,2/23/2018,9,TRUE,1
1963,CA,"$2,876.00 ",$719.00 ,R,243,36,Weekly,$300.00 ,2/1/2018,2/9/2018,8,FALSE,0
1601,TX,"$11,400.00 ","$5,700.00 ",R,60,36,BiWeekly,$641.23 ,2/14/2018,2/23/2018,9,FALSE,0
1455,TX,"$6,500.00 ","$6,500.00 ",R,12,30,Monthly,$641.23 ,2/21/2018,3/2/2018,9,TRUE,1
756,CA,"$2,600.00 ","$1,300.00 ",R,36,9,Weekly,$300.00 ,3/19/2018,3/30/2018,11,FALSE,0
724,CA,"$1,900.00 ","$1,900.00 ",R,35,36,Monthly,$300.00 ,3/20/2018,4/18/2018,29,FALSE,0
1134,CA,"$7,000.00 ","$3,500.00 ",O,108,6,BiWeekly,$117.65 ,3/5/2018,3/23/2018,18,FALSE,0
47,CA,"$6,000.00 ","$6,000.00 ",R,60,60,Monthly,$235.30 ,4/9/2018,4/30/2018,21,FALSE,0
1898,CA,"$3,470.00 ","$1,735.00 ",O,51,36,BiMonthly,$300.00 ,2/5/2018,2/14/2018,9,FALSE,0
1243,CA,"$4,200.00 ","$2,100.00 ",R,38,36,BiWeekly,$235.30 ,2/28/2018,3/9/2018,9,FALSE,0
88,CA,"$5,000.00 ","$2,500.00 ",R,48,12,BiMonthly,$235.30 ,4/7/2018,4/27/2018,20,FALSE,0
891,TX,"$2,000.00 ","$2,000.00 ",R,24,24,Monthly,$644.24 ,3/16/2018,4/14/2018,29,TRUE,1
7,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,4/10/2018,5/1/2018,21,FALSE,0
1074,TX,"$11,000.00 ","$5,500.00 ",R,24,24,BiWeekly,$642.32 ,3/6/2018,3/23/2018,17,TRUE,1
1869,CA,"$3,000.00 ","$3,000.00 ",R,54,16,Monthly,$294.12 ,2/5/2018,2/21/2018,16,FALSE,0
1730,CA,"$3,000.00 ","$3,000.00 ",R,12,12,Monthly,$117.65 ,2/12/2018,3/5/2018,21,FALSE,0
1891,TX,"$1,500.00 ","$1,500.00 ",R,96,6,Monthly,$384.82 ,2/5/2018,2/15/2018,10,FALSE,0
833,CA,"$6,000.00 ","$3,000.00 ",R,12,6,BiWeekly,$117.65 ,3/21/2018,3/30/2018,9,FALSE,0
542,CA,"$6,500.00 ","$6,500.00 ",R,12,12,Monthly,$235.30 ,3/26/2018,4/26/2018,31,FALSE,0
1195,CA,"$2,342.00 ","$1,171.00 ",R,50,36,BiWeekly,$300.00 ,3/1/2018,3/9/2018,8,FALSE,0
1233,CA,"$4,600.00 ","$2,300.00 ",R,179,12,BiWeekly,$300.00 ,3/1/2018,3/15/2018,14,FALSE,0
395,TX,"$6,500.00 ","$6,500.00 ",R,12,30,Monthly,$643.83 ,3/30/2018,4/26/2018,27,FALSE,0
895,TX,"$13,000.00 ","$6,500.00 ",R,12,30,BiWeekly,$384.73 ,3/14/2018,3/23/2018,9,FALSE,0
5,CA,"$9,980.00 ","$2,495.00 ",R,25,36,Weekly,$300.00 ,4/10/2018,4/20/2018,10,TRUE,1
1139,CA,"$2,400.00 ","$1,200.00 ",R,34,36,BiWeekly,$294.13 ,3/5/2018,3/23/2018,18,TRUE,1
1242,TX,$264.00 ,$264.00 ,R,36,36,Monthly,$117.65 ,2/28/2018,3/30/2018,30,FALSE,0
426,TX,"$5,000.00 ","$2,500.00 ",R,36,6,BiWeekly,$641.09 ,3/29/2018,4/6/2018,8,FALSE,0
1039,TX,$952.00 ,$476.00 ,O,194,36,BiMonthly,$321.01 ,3/8/2018,3/23/2018,15,FALSE,0
555,CA,"$3,184.00 ","$1,592.00 ",R,3,36,BiWeekly,$300.00 ,3/26/2018,4/5/2018,10,FALSE,0
1623,CA,"$5,000.00 ","$5,000.00 ",O,12,6,Monthly,$117.65 ,2/16/2018,3/1/2018,13,TRUE,1
369,CA,"$2,300.00 ","$1,150.00 ",R,62,36,BiWeekly,$147.06 ,4/2/2018,4/19/2018,17,FALSE,0
1831,CA,"$2,470.00 ","$1,235.00 ",R,47,30,BiMonthly,$300.00 ,2/8/2018,2/16/2018,8,FALSE,0
1518,CA,"$2,200.00 ","$1,100.00 ",R,114,30,BiWeekly,$300.00 ,2/19/2018,3/2/2018,11,TRUE,1
352,CA,"$3,000.00 ","$3,000.00 ",R,12,6,Monthly,$300.00 ,4/4/2018,4/30/2018,26,FALSE,0
96,CA,"$3,500.00 ","$1,750.00 ",R,36,12,BiWeekly,$235.30 ,4/7/2018,4/27/2018,20,FALSE,0
906,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiWeekly,$641.36 ,3/13/2018,3/23/2018,10,TRUE,1
324,TX,"$6,500.00 ","$6,500.00 ",R,60,30,Monthly,$515.28 ,4/2/2018,5/2/2018,30,FALSE,0
1330,CA,"$2,196.00 ","$1,098.00 ",R,4,36,BiWeekly,$300.00 ,2/26/2018,3/9/2018,11,FALSE,0
1625,CA,"$7,000.00 ","$3,500.00 ",R,12,6,BiWeekly,$117.65 ,2/16/2018,3/7/2018,19,TRUE,1
1559,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiMonthly,$641.09 ,2/15/2018,2/23/2018,8,TRUE,1
454,TX,"$5,000.00 ","$2,500.00 ",R,12,30,BiWeekly,$642.19 ,3/28/2018,4/13/2018,16,FALSE,0
1101,CA,"$3,000.00 ","$3,000.00 ",O,0,6,Monthly,$117.65 ,3/9/2018,3/30/2018,21,FALSE,0
1759,CA,"$3,400.00 ",$850.00 ,R,9,36,Weekly,$300.00 ,2/12/2018,2/23/2018,11,FALSE,0
1157,TX,"$1,500.00 ","$1,500.00 ",O,48,6,Monthly,$641.64 ,3/3/2018,3/15/2018,12,FALSE,0
196,TX,"$3,500.00 ","$3,500.00 ",R,24,24,Monthly,$514.84 ,4/5/2018,5/1/2018,26,TRUE,1
1322,CA,"$10,000.00 ","$5,000.00 ",R,24,9,BiWeekly,$235.30 ,2/26/2018,3/16/2018,18,FALSE,0
414,CA,"$1,612.00 ",$806.00 ,R,277,36,BiWeekly,$300.00 ,3/29/2018,4/19/2018,21,FALSE,0
1365,CA,"$3,000.00 ","$3,000.00 ",R,36,36,Monthly,$117.65 ,2/28/2018,3/27/2018,27,FALSE,0
1533,CA,"$2,500.00 ","$1,250.00 ",O,278,30,BiWeekly,$300.00 ,2/17/2018,3/9/2018,20,FALSE,0
1529,CA,"$1,688.00 ",$844.00 ,R,269,6,BiMonthly,$300.00 ,2/17/2018,3/8/2018,19,FALSE,0
872,CA,"$12,000.00 ","$6,000.00 ",R,104,15,BiWeekly,$300.00 ,3/14/2018,3/23/2018,9,FALSE,0
40,CA,"$3,600.00 ","$1,800.00 ",R,13,36,BiMonthly,$300.00 ,4/9/2018,4/20/2018,11,FALSE,0
1380,CA,"$7,000.00 ","$3,500.00 ",R,24,12,BiWeekly,$235.30 ,3/1/2018,3/16/2018,15,TRUE,1
1790,CA,"$1,592.00 ",$398.00 ,R,160,36,Weekly,$176.47 ,2/9/2018,2/23/2018,14,FALSE,0
1436,CA,"$1,302.00 ",$651.00 ,R,30,36,BiWeekly,$300.00 ,2/21/2018,3/8/2018,15,FALSE,0
1908,CA,"$3,324.00 ","$1,662.00 ",R,108,36,BiWeekly,$300.00 ,2/5/2018,2/14/2018,9,FALSE,0
783,CA,"$3,000.00 ","$1,500.00 ",R,36,6,BiWeekly,$117.65 ,3/18/2018,4/6/2018,19,FALSE,0
1131,TX,"$3,000.00 ","$3,000.00 ",R,12,12,Monthly,$257.15 ,3/5/2018,3/26/2018,21,FALSE,0
945,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,3/14/2018,4/3/2018,20,TRUE,1
1833,CA,"$1,800.00 ",$900.00 ,R,74,36,Monthly,$264.71 ,2/8/2018,3/1/2018,21,FALSE,0
652,TX,"$2,000.00 ","$2,000.00 ",R,12,12,Monthly,$384.65 ,3/22/2018,3/30/2018,8,FALSE,0
1969,CA,"$2,200.00 ","$1,100.00 ",R,38,36,BiMonthly,$300.00 ,2/1/2018,2/20/2018,19,FALSE,0
210,CA,"$5,000.00 ","$5,000.00 ",R,60,36,Monthly,$117.65 ,4/4/2018,4/26/2018,22,FALSE,0
627,CA,"$5,000.00 ","$2,500.00 ",R,48,36,BiWeekly,$235.30 ,3/23/2018,4/11/2018,19,TRUE,1
1072,CA,"$13,000.00 ","$6,500.00 ",R,36,30,BiWeekly,$235.30 ,3/7/2018,3/23/2018,16,TRUE,1
678,CA,$743.00 ,$743.00 ,R,53,36,Monthly,$235.30 ,3/21/2018,3/30/2018,9,FALSE,0
536,TX,"$5,000.00 ","$2,500.00 ",R,12,6,BiWeekly,$385.23 ,3/29/2018,4/13/2018,15,FALSE,0
818,TX,"$25,000.00 ","$12,500.00 ",R,36,6,BiWeekly,$642.60 ,3/16/2018,4/4/2018,19,FALSE,0
273,TX,"$5,584.00 ","$2,792.00 ",R,54,6,BiWeekly,$642.32 ,4/3/2018,4/20/2018,17,FALSE,0
1476,CA,"$2,782.00 ","$1,391.00 ",R,66,36,BiWeekly,$300.00 ,2/20/2018,3/1/2018,9,FALSE,0
1355,CA,"$6,000.00 ","$3,000.00 ",R,60,12,BiWeekly,$117.65 ,2/25/2018,3/9/2018,12,TRUE,1
852,TX,"$9,750.00 ","$4,875.00 ",R,24,12,BiWeekly,$256.38 ,3/15/2018,3/22/2018,7,FALSE,0
117,CA,"$5,000.00 ","$2,500.00 ",R,12,12,BiWeekly,$235.30 ,4/6/2018,4/20/2018,14,FALSE,0
1265,CA,"$2,500.00 ","$2,500.00 ",R,75,36,Monthly,$300.00 ,2/27/2018,3/27/2018,28,TRUE,1
13,CA,"$3,000.00 ","$3,000.00 ",O,12,6,Monthly,$117.65 ,4/11/2018,5/3/2018,22,FALSE,0
1021,CA,"$2,500.00 ","$2,500.00 ",R,12,6,Monthly,$117.65 ,3/8/2018,4/2/2018,25,TRUE,1
1514,CA,"$3,500.00 ","$3,500.00 ",O,36,6,Monthly,$117.65 ,2/19/2018,3/9/2018,18,FALSE,0
1373,TX,"$2,271.00 ","$2,271.00 ",R,36,6,Monthly,$642.60 ,2/24/2018,3/15/2018,19,FALSE,0
568,CA,"$3,000.00 ","$1,500.00 ",R,96,6,Weekly,$235.30 ,3/25/2018,4/9/2018,15,FALSE,0
1446,TX,"$1,500.00 ","$1,500.00 ",R,24,6,Monthly,$384.98 ,2/21/2018,3/5/2018,12,FALSE,0
318,CA,"$4,000.00 ","$4,000.00 ",R,48,6,Monthly,$117.65 ,4/2/2018,5/2/2018,30,FALSE,0
1684,TX,"$4,250.00 ","$2,125.00 ",R,40,92,BiWeekly,$513.64 ,2/13/2018,2/28/2018,15,FALSE,0
1582,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,2/15/2018,3/1/2018,14,FALSE,0
1001,TX,"$7,000.00 ","$3,500.00 ",R,36,36,BiWeekly,$640.95 ,3/9/2018,3/16/2018,7,FALSE,0
162,CA,"$2,500.00 ","$2,500.00 ",R,36,36,Monthly,$117.65 ,4/5/2018,5/1/2018,26,FALSE,0
881,CA,"$2,000.00 ","$2,000.00 ",R,60,60,Monthly,$235.30 ,3/14/2018,4/3/2018,20,TRUE,1
341,CA,"$4,000.00 ","$4,000.00 ",R,12,6,Monthly,$117.65 ,4/4/2018,4/13/2018,9,FALSE,0
1921,CA,"$1,891.00 ","$1,891.00 ",R,51,36,Monthly,$300.00 ,2/3/2018,3/1/2018,26,FALSE,0
809,CA,"$2,062.00 ","$1,031.00 ",R,39,30,BiMonthly,$300.00 ,3/19/2018,3/30/2018,11,FALSE,0
301,CA,"$1,120.00 ",$560.00 ,R,17,15,BiWeekly,$300.00 ,4/2/2018,4/13/2018,11,FALSE,0
208,CA,"$5,000.00 ","$2,500.00 ",R,12,12,BiWeekly,$235.30 ,4/4/2018,4/13/2018,9,FALSE,0
1600,CA,"$6,000.00 ","$3,000.00 ",R,12,12,BiMonthly,$300.00 ,2/14/2018,3/5/2018,19,FALSE,0
1280,CA,"$2,200.00 ","$2,200.00 ",R,6,36,Monthly,$300.00 ,2/27/2018,3/20/2018,21,FALSE,0
203,CA,"$1,600.00 ",$400.00 ,R,147,36,Weekly,$300.00 ,4/4/2018,4/13/2018,9,FALSE,0
1031,CA,"$4,500.00 ","$4,500.00 ",R,60,36,Monthly,$294.12 ,3/8/2018,4/2/2018,25,FALSE,0
1480,TX,"$4,500.00 ","$4,500.00 ",R,76,76,Monthly,$641.23 ,2/21/2018,3/1/2018,8,FALSE,0
1888,CA,"$2,500.00 ","$2,500.00 ",R,83,36,Monthly,$300.00 ,2/5/2018,3/5/2018,28,FALSE,0
1184,TX,"$10,500.00 ","$5,250.00 ",R,108,48,BiWeekly,$256.38 ,3/2/2018,3/9/2018,7,FALSE,0
1558,CA,"$1,210.00 ",$605.00 ,R,12,36,BiWeekly,$300.00 ,2/15/2018,3/8/2018,21,FALSE,0
1515,CA,"$2,280.00 ","$1,140.00 ",R,37,12,BiWeekly,$300.00 ,2/19/2018,3/9/2018,18,FALSE,0
1886,CA,"$7,000.00 ","$3,500.00 ",R,108,6,BiWeekly,$117.65 ,2/7/2018,2/23/2018,16,FALSE,0
1472,TX,"$5,000.00 ","$5,000.00 ",R,120,30,Monthly,$644.24 ,2/20/2018,3/23/2018,31,TRUE,1
1065,CA,"$4,500.00 ","$4,500.00 ",O,12,6,Monthly,$117.65 ,3/7/2018,4/3/2018,27,FALSE,0
1075,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,3/6/2018,4/5/2018,30,TRUE,1
465,TX,"$4,500.00 ","$4,500.00 ",O,108,6,Monthly,$644.24 ,3/30/2018,4/28/2018,29,FALSE,0
280,CA,"$3,000.00 ","$3,000.00 ",O,131,36,Monthly,$294.12 ,4/3/2018,4/30/2018,27,FALSE,0
1256,CA,"$2,500.00 ","$2,500.00 ",R,89,35,Monthly,$294.12 ,2/28/2018,3/30/2018,30,TRUE,1
1646,CA,"$2,400.00 ","$1,200.00 ",R,66,30,BiWeekly,$300.00 ,2/13/2018,2/23/2018,10,TRUE,1
1961,CA,$868.00 ,$434.00 ,R,23,36,BiWeekly,$264.71 ,2/1/2018,2/16/2018,15,FALSE,0
457,CA,"$6,500.00 ","$3,250.00 ",R,12,6,BiWeekly,$235.30 ,3/28/2018,4/13/2018,16,FALSE,0
1569,CA,"$7,000.00 ","$3,500.00 ",O,36,6,BiWeekly,$117.65 ,2/15/2018,2/23/2018,8,FALSE,0
415,CA,"$1,562.00 ",$781.00 ,R,252,36,BiWeekly,$300.00 ,3/29/2018,4/17/2018,19,FALSE,0
1007,CA,"$1,000.00 ","$1,000.00 ",R,60,6,Monthly,$117.65 ,3/9/2018,4/2/2018,24,TRUE,1
22,CA,"$3,000.00 ","$1,500.00 ",R,12,12,BiWeekly,$235.30 ,4/9/2018,4/20/2018,11,TRUE,1
1293,CA,"$3,000.00 ","$1,500.00 ",O,240,36,BiWeekly,$300.00 ,2/27/2018,3/9/2018,10,FALSE,0
526,TX,"$6,500.00 ","$6,500.00 ",R,12,30,Monthly,$514.41 ,3/26/2018,4/17/2018,22,FALSE,0
1564,CA,"$5,000.00 ","$5,000.00 ",R,84,6,Monthly,$117.65 ,2/15/2018,2/28/2018,13,FALSE,0
1950,CA,"$6,000.00 ","$3,000.00 ",R,12,9,BiWeekly,$235.30 ,2/1/2018,2/16/2018,15,FALSE,0
1883,CA,"$2,451.00 ","$2,451.00 ",R,50,12,Monthly,$235.30 ,2/5/2018,3/1/2018,24,TRUE,1
513,CA,"$1,960.00 ",$980.00 ,R,18,15,BiWeekly,$300.00 ,3/27/2018,4/6/2018,10,FALSE,0
1917,CA,$900.00 ,$450.00 ,R,24,36,BiWeekly,$294.12 ,2/3/2018,2/23/2018,20,FALSE,0
1191,CA,"$4,776.00 ","$2,388.00 ",R,99,36,BiWeekly,$235.30 ,3/2/2018,3/22/2018,20,FALSE,0
142,CA,"$5,000.00 ","$2,500.00 ",R,24,24,BiWeekly,$235.30 ,4/6/2018,4/19/2018,13,FALSE,0
459,CA,"$1,862.00 ",$931.00 ,R,228,15,BiMonthly,$300.00 ,3/28/2018,4/10/2018,13,FALSE,0
1003,CA,$836.00 ,$836.00 ,R,39,36,Monthly,$205.89 ,3/9/2018,4/3/2018,25,TRUE,1
1083,CA,"$1,506.00 ",$753.00 ,R,67,36,BiWeekly,$235.30 ,3/6/2018,3/16/2018,10,TRUE,1
1060,CA,"$2,200.00 ","$1,100.00 ",R,137,6,BiWeekly,$300.00 ,3/7/2018,3/23/2018,16,FALSE,0
888,CA,"$2,400.00 ",$600.00 ,R,15,36,Weekly,$300.00 ,3/14/2018,3/28/2018,14,FALSE,0
1626,CA,"$5,000.00 ","$2,500.00 ",R,12,30,BiWeekly,$117.65 ,2/14/2018,2/23/2018,9,FALSE,0
1158,CA,"$1,348.00 ",$337.00 ,R,51,36,Weekly,$205.88 ,3/3/2018,3/16/2018,13,FALSE,0
1650,CA,"$10,000.00 ","$5,000.00 ",R,60,18,BiWeekly,$117.65 ,2/13/2018,2/21/2018,8,FALSE,0
1394,CA,"$10,000.00 ","$5,000.00 ",R,60,48,BiWeekly,$117.65 ,2/28/2018,3/12/2018,12,FALSE,0
842,TX,"$2,500.00 ","$2,500.00 ",R,60,12,Monthly,$386.54 ,3/15/2018,4/15/2018,31,FALSE,0
734,CA,$70.00 ,$70.00 ,R,58,9,Monthly,$117.65 ,3/20/2018,4/13/2018,24,TRUE,1
1327,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiWeekly,$513.20 ,2/26/2018,3/9/2018,11,TRUE,1
1395,CA,"$9,000.00 ","$4,500.00 ",R,15,300,BiWeekly,$235.30 ,2/23/2018,3/9/2018,14,FALSE,0
982,CA,"$1,880.00 ",$470.00 ,R,120,36,Weekly,$300.00 ,3/10/2018,3/22/2018,12,FALSE,0
886,TX,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$641.23 ,3/14/2018,3/23/2018,9,FALSE,0
1991,CA,"$6,200.00 ","$3,100.00 ",R,354,36,BiMonthly,$300.00 ,1/31/2018,2/9/2018,9,FALSE,0
373,CA,"$4,500.00 ","$2,250.00 ",R,84,6,BiWeekly,$117.65 ,3/30/2018,4/19/2018,20,FALSE,0
153,CA,$910.00 ,$910.00 ,R,18,30,Monthly,$294.12 ,4/6/2018,5/1/2018,25,FALSE,0
1005,CA,"$2,620.00 ","$2,620.00 ",R,73,36,Monthly,$300.00 ,3/9/2018,4/3/2018,25,FALSE,0
2,CA,"$2,000.00 ","$1,000.00 ",R,12,6,BiWeekly,$117.65 ,4/10/2018,4/27/2018,17,FALSE,0
115,CA,"$1,730.00 ","$1,730.00 ",R,71,30,Monthly,$300.00 ,4/6/2018,5/1/2018,25,FALSE,0
620,TX,"$3,500.00 ","$1,750.00 ",R,120,9,BiMonthly,$640.95 ,3/23/2018,3/30/2018,7,TRUE,1
518,CA,"$4,500.00 ","$4,500.00 ",O,108,6,Monthly,$117.65 ,3/26/2018,4/5/2018,10,FALSE,0
1639,TX,"$10,000.00 ","$5,000.00 ",R,24,30,BiWeekly,$641.23 ,2/14/2018,2/23/2018,9,FALSE,0
1024,TX,"$10,000.00 ","$5,000.00 ",R,60,30,BiMonthly,$642.05 ,3/8/2018,3/23/2018,15,FALSE,0
1743,TX,"$5,000.00 ","$2,500.00 ",R,36,30,BiMonthly,$641.50 ,2/12/2018,2/23/2018,11,FALSE,0
1708,TX,"$8,000.00 ","$4,000.00 ",R,12,12,BiMonthly,$385.31 ,2/12/2018,2/28/2018,16,FALSE,0
577,CA,"$2,000.00 ","$2,000.00 ",R,48,6,Monthly,$117.65 ,3/25/2018,4/11/2018,17,FALSE,0
1882,CA,"$1,880.00 ",$940.00 ,R,93,3,BiWeekly,$300.00 ,2/5/2018,2/23/2018,18,FALSE,0
1606,CA,"$3,600.00 ","$1,800.00 ",R,84,36,BiMonthly,$300.00 ,2/14/2018,2/28/2018,14,TRUE,1
1609,CA,"$15,000.00 ","$15,000.00 ",R,76,113,Monthly,$235.30 ,2/14/2018,3/2/2018,16,FALSE,0
1812,CA,"$10,200.00 ","$5,100.00 ",R,36,36,BiWeekly,$235.30 ,2/8/2018,2/16/2018,8,FALSE,0
1966,TX,"$1,900.00 ",$950.00 ,R,26,36,BiWeekly,$128.41 ,2/1/2018,2/16/2018,15,FALSE,0
1456,CA,"$5,130.00 ","$2,565.00 ",R,13,36,BiWeekly,$300.00 ,2/21/2018,3/2/2018,9,FALSE,0
560,CA,"$2,000.00 ","$1,000.00 ",R,12,18,BiWeekly,$117.65 ,3/26/2018,4/6/2018,11,FALSE,0
1555,CA,"$2,000.00 ","$1,000.00 ",R,12,6,BiWeekly,$117.65 ,2/15/2018,2/28/2018,13,TRUE,1
1509,TX,"$10,000.00 ","$5,000.00 ",O,60,6,BiWeekly,$642.46 ,2/19/2018,3/9/2018,18,TRUE,1
1403,CA,"$7,000.00 ","$3,500.00 ",R,16,12,BiWeekly,$235.30 ,2/22/2018,3/7/2018,13,FALSE,0
86,CA,"$2,048.00 ","$1,024.00 ",R,28,36,BiWeekly,$300.00 ,4/8/2018,4/20/2018,12,FALSE,0
1012,TX,"$3,060.00 ","$1,530.00 ",R,51,30,BiWeekly,$641.50 ,3/9/2018,3/20/2018,11,FALSE,0
1427,TX,"$13,000.00 ","$6,500.00 ",R,12,24,BiWeekly,$642.05 ,2/22/2018,3/9/2018,15,TRUE,1
1481,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,2/20/2018,2/28/2018,8,TRUE,1
8,CA,"$1,362.00 ","$1,362.00 ",R,41,36,Monthly,$300.00 ,4/10/2018,5/4/2018,24,FALSE,0
1638,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiMonthly,$641.23 ,2/14/2018,2/23/2018,9,FALSE,0
1799,TX,"$6,000.00 ","$3,000.00 ",R,12,24,BiWeekly,$641.91 ,2/8/2018,2/22/2018,14,FALSE,0
731,CA,"$1,000.00 ","$1,000.00 ",R,48,6,Monthly,$117.65 ,3/20/2018,4/2/2018,13,FALSE,0
1918,CA,"$2,668.00 ","$1,334.00 ",R,60,30,BiWeekly,$300.00 ,2/3/2018,2/21/2018,18,FALSE,0
535,TX,"$3,500.00 ","$1,750.00 ",R,24,24,BiWeekly,$256.60 ,3/26/2018,4/6/2018,11,FALSE,0
1228,CA,"$6,000.00 ","$3,000.00 ",R,12,12,BiMonthly,$235.30 ,3/1/2018,3/23/2018,22,FALSE,0
268,CA,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$117.65 ,4/3/2018,4/13/2018,10,FALSE,0
241,CA,"$2,500.00 ","$1,250.00 ",R,42,15,BiWeekly,$300.00 ,4/3/2018,4/13/2018,10,FALSE,0
374,CA,"$3,000.00 ","$3,000.00 ",R,60,60,Monthly,$300.00 ,4/4/2018,4/16/2018,12,FALSE,0
1411,CA,"$3,500.00 ","$3,500.00 ",R,12,6,Monthly,$235.30 ,2/22/2018,3/25/2018,31,TRUE,1
1655,CA,"$2,822.00 ","$1,411.00 ",R,28,36,BiWeekly,$300.00 ,2/13/2018,2/21/2018,8,TRUE,1
84,TX,"$5,000.00 ","$2,500.00 ",R,120,18,BiWeekly,$385.56 ,4/8/2018,4/27/2018,19,TRUE,1
195,TX,"$2,500.00 ","$1,250.00 ",R,120,30,BiWeekly,$256.43 ,4/5/2018,4/13/2018,8,FALSE,0
704,TX,"$4,500.00 ","$4,500.00 ",R,36,60,Monthly,$641.36 ,3/21/2018,3/30/2018,9,FALSE,0
1338,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiWeekly,$641.50 ,2/26/2018,3/9/2018,11,FALSE,0
258,CA,"$2,000.00 ","$1,000.00 ",R,12,6,BiWeekly,$117.65 ,4/3/2018,4/20/2018,17,FALSE,0
1348,CA,"$3,000.00 ","$3,000.00 ",R,36,60,Monthly,$235.30 ,2/26/2018,3/9/2018,11,FALSE,0
407,TX,"$4,500.00 ","$2,250.00 ",R,36,53,BiMonthly,$641.78 ,4/3/2018,4/16/2018,13,TRUE,1
1543,CA,"$1,980.00 ",$990.00 ,R,30,15,BiMonthly,$300.00 ,2/16/2018,3/2/2018,14,TRUE,1
1819,CA,"$2,200.00 ","$1,100.00 ",R,24,15,BiWeekly,$300.00 ,2/8/2018,2/16/2018,8,FALSE,0
102,CA,"$2,200.00 ","$1,100.00 ",R,12,36,BiWeekly,$300.00 ,4/7/2018,4/27/2018,20,FALSE,0
